model,sample_size,run_number,epoch,train_loss,train_acc,train_auc,train_bal_acc,val_loss,val_acc,val_auc,val_bal_acc
swin,546,43,0,0.6025253999364245,71.97802197802197,0.5662455458373825,0.5161117078410311,0.5636734396983416,73.07692307692308,0.6148705096073517,0.5
swin,546,43,1,0.5664253862567874,71.97802197802197,0.6342557072954496,0.5204081632653061,0.7582403467251704,73.07692307692308,0.6499582289055973,0.5
swin,546,43,2,0.6086197946316156,72.71062271062272,0.6054421768707483,0.5726817042606516,0.6788453719554803,73.07692307692308,0.6741854636591479,0.5
swin,546,43,3,0.6308205477047316,69.04761904761905,0.5850681124580158,0.5411743644826351,0.5547367120400454,73.07692307692308,0.6558061821219715,0.5
swin,546,43,4,0.5480703789017576,72.52747252747253,0.670315243892043,0.5134264232008593,0.5518592473788139,73.07692307692308,0.6658312447786132,0.5
swin,546,43,5,0.5479799279799829,74.17582417582418,0.6647912297751181,0.5397422126745435,0.5699155804438468,74.35897435897436,0.6574770258980785,0.5238095238095238
swin,546,43,6,0.5306896409053943,75.64102564102564,0.7044652447445143,0.5905836018617974,0.5431819374744709,73.07692307692308,0.6741854636591479,0.5451127819548872
swin,546,43,7,0.5339508137423477,73.44322344322345,0.6988048352172949,0.5562119584675975,0.5559705327718686,76.92307692307692,0.672514619883041,0.5714285714285714
swin,546,43,8,0.53050998431859,75.27472527472527,0.7086594036110685,0.5644468313641245,0.5471616081702404,76.92307692307692,0.6700083542188805,0.631578947368421
swin,546,43,9,0.5217754645443662,75.45787545787546,0.714660801664024,0.5957751521661296,0.557269214055477,76.92307692307692,0.6791979949874687,0.5714285714285714
swin,546,43,10,0.5356066497690949,75.45787545787546,0.7021124239169352,0.6043680630146795,0.54145369774256,76.92307692307692,0.6791979949874687,0.6165413533834586
swin,546,43,11,0.5043390375790578,76.00732600732601,0.741991032001773,0.5866451843895453,0.5342138249140519,78.2051282051282,0.6858813700918964,0.6403508771929824
swin,546,43,12,0.5251651460871155,76.19047619047619,0.713859478628544,0.6308628714643753,0.5987501480640509,74.35897435897436,0.6842105263157895,0.5238095238095238
swin,546,43,13,0.537938382162716,74.54212454212454,0.7031524389204303,0.5572860723236663,0.5401308826911144,76.92307692307692,0.6875522138680034,0.631578947368421
swin,546,43,14,0.5092741475873814,75.45787545787546,0.737353588051762,0.5828857858933048,0.5516570668954116,75.64102564102564,0.7009189640768588,0.6679197994987469
swin,546,43,15,0.5364323175433792,74.9084249084249,0.6985661432492797,0.6113498030791265,0.5569591644482735,75.64102564102564,0.6733500417710944,0.56265664160401
swin,546,43,16,0.49622130470398146,76.00732600732601,0.7551702385214737,0.6145721446473327,0.5210463037857642,76.92307692307692,0.706766917293233,0.6466165413533834
swin,546,43,17,0.4908013195345253,76.73992673992674,0.7592280019777333,0.6324740422484784,0.5338753996751248,79.48717948717949,0.7017543859649124,0.6641604010025062
swin,546,43,18,0.49071610083073486,77.10622710622711,0.7652975977358362,0.6242391693519513,0.5201482635277969,79.48717948717949,0.7167919799498748,0.6791979949874687
swin,546,43,19,0.4774090650426599,77.65567765567765,0.7823981723015021,0.6215538847117794,0.5126232474278181,76.92307692307692,0.7284878863826232,0.6917293233082706
swin,546,43,20,0.49033994585166485,79.12087912087912,0.7517603532641126,0.6745435016111707,0.5589932279709058,80.76923076923077,0.7067669172932332,0.6428571428571428
swin,546,43,21,0.5024690122613104,76.55677655677655,0.7525616762995926,0.644110275689223,0.49071870782436466,78.2051282051282,0.746031746031746,0.6704260651629073
swin,546,43,22,0.47651249377718774,78.75457875457876,0.7760728351490972,0.6419620479770856,0.50285527186516,82.05128205128206,0.7451963241436925,0.681704260651629
swin,546,43,23,0.4497134344918387,79.3040293040293,0.815695701839633,0.667203723594701,0.5501152139443618,79.48717948717949,0.7535505430242273,0.6190476190476191
swin,546,43,24,0.4429291497656714,80.40293040293041,0.8261981484323053,0.6747225205871823,0.49505112568537396,82.05128205128206,0.7694235588972431,0.6666666666666666
swin,546,43,25,0.4089402737634959,80.95238095238095,0.8638432816735716,0.7042606516290726,0.5699518491060306,78.2051282051282,0.7928153717627402,0.5952380952380952
swin,546,43,26,0.43813783934701495,81.5018315018315,0.8251922322813838,0.7252058718224133,0.45705000788737565,84.61538461538461,0.8045112781954887,0.7142857142857143
swin,546,43,27,0.3763979166855306,83.6996336996337,0.8833137264931037,0.7488363766559255,0.5056607127189636,80.76923076923077,0.8020050125313284,0.6428571428571428
swin,546,43,28,0.37564602630697325,84.98168498168498,0.8825635517364842,0.749015395631937,0.42355386034036296,82.05128205128206,0.8237259816207185,0.7418546365914787
swin,546,43,29,0.35546643229631275,86.44688644688645,0.8881387141322694,0.7977085571070532,0.49868563963816714,78.2051282051282,0.7811194653299917,0.6704260651629073
swin,546,43,30,0.3067614939677846,86.99633699633699,0.9238231633505531,0.7993197278911565,0.405554127234679,83.33333333333333,0.8345864661654135,0.7506265664160401
swin,546,43,31,0.2733329775241705,89.01098901098901,0.939440437829267,0.832438238453276,0.41674672411038327,87.17948717948718,0.8462823725981621,0.7769423558897243
swin,546,43,32,0.2745761050136535,88.27838827838828,0.9366613813445178,0.8252774794128177,0.41912056314639556,87.17948717948718,0.8279030910609858,0.7769423558897243
swin,546,43,33,0.22415151949221399,91.57509157509158,0.9605476275723321,0.8736126029359113,0.4789504599876893,83.33333333333333,0.8345864661654135,0.7957393483709273
swin,546,43,34,0.19421760496366156,93.04029304029304,0.9713399144118801,0.9158610812746151,0.5610589965795859,84.61538461538461,0.8404344193817878,0.7293233082706767
swin,546,43,35,0.18623286091309765,93.22344322344323,0.9737438835183195,0.8934837092731829,0.5472475427847642,82.05128205128206,0.8245614035087719,0.7719298245614035
swin,546,43,36,0.1790900485890307,91.75824175824175,0.9729596099091266,0.8941997851772288,0.6206202606360117,74.35897435897436,0.808688387635756,0.7042606516290727
swin,546,43,37,0.12961463161979567,94.50549450549451,0.989650998243909,0.9258861439312567,0.5681265967014508,79.48717948717949,0.8270676691729324,0.7243107769423558
swin,546,43,38,0.09849385511907903,96.52014652014653,0.9943395904727805,0.9461152882205514,0.7736728191375732,76.92307692307692,0.8162071846282373,0.7218045112781954
swin,546,43,39,0.08204805282888955,97.43589743589743,0.9971186469575298,0.9695667740780523,0.8162919878959656,83.33333333333333,0.8070175438596492,0.7355889724310777
